0,BIRCH,K-Means,MiniBatchKMeans,BisectingKMeans,AggCluWard, Class
Gaia22cxs,0.0,7.0,3.0,6.0,0.0,unknown
Gaia22cxr,3.0,0.0,1.0,0.0,1.0,SN Ia
Gaia22cxn,0.0,6.0,6.0,4.0,0.0,BL Lac
Gaia22cxm,3.0,4.0,2.0,3.0,1.0,unknown
Gaia22cxl,7.0,1.0,2.0,2.0,1.0,unknown
Gaia22cxf,5.0,0.0,0.0,1.0,2.0,unknown
Gaia22cxe,7.0,1.0,2.0,3.0,1.0,unknown
Gaia22cxd,7.0,1.0,5.0,2.0,1.0,unknown
Gaia22cwx,7.0,1.0,2.0,2.0,1.0,unknown
Gaia22cwr,3.0,4.0,6.0,3.0,0.0,unknown
Gaia22cwm,4.0,4.0,6.0,3.0,7.0,unknown
Gaia22cwj,3.0,3.0,3.0,7.0,5.0,unknown
Gaia22cvx,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22cvv,5.0,0.0,0.0,1.0,2.0,unknown
Gaia22cvg,3.0,4.0,6.0,3.0,0.0,unknown
Gaia22cvc,5.0,0.0,0.0,1.0,2.0,unknown
Gaia22cva,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22cuy,7.0,1.0,2.0,3.0,1.0,unknown
Gaia22cum,4.0,5.0,6.0,4.0,0.0,unknown
Gaia22cul,7.0,1.0,5.0,2.0,1.0,unknown
Gaia22cue,0.0,5.0,6.0,4.0,0.0,unknown
Gaia22ctm,0.0,5.0,6.0,4.0,7.0,unknown
Gaia22cti,7.0,4.0,2.0,2.0,1.0,CV
Gaia22csu,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22csr,4.0,4.0,2.0,3.0,7.0,CV
Gaia22cse,3.0,3.0,6.0,4.0,5.0,unknown
Gaia22crt,4.0,5.0,6.0,4.0,7.0,QSO
Gaia22crn,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22crm,3.0,4.0,1.0,2.0,1.0,unknown
Gaia22cqp,4.0,5.0,6.0,4.0,7.0,AGN
Gaia22cqo,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22cqn,3.0,3.0,6.0,3.0,5.0,unknown
Gaia22cqm,3.0,3.0,3.0,7.0,5.0,unknown
Gaia22cqg,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22cpd,5.0,0.0,0.0,1.0,2.0,unknown
Gaia22cpa,4.0,6.0,6.0,5.0,0.0,unknown
Gaia22cov,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22coj,5.0,0.0,0.0,1.0,2.0,unknown
Gaia22cog,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22coc,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22cnx,3.0,3.0,3.0,7.0,0.0,unknown
Gaia22cnl,7.0,1.0,2.0,2.0,1.0,unknown
Gaia22cnk,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22cnj,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22cni,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22cnh,7.0,1.0,5.0,2.0,1.0,unknown
Gaia22cmu,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22cmm,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22clw,7.0,1.0,5.0,2.0,1.0,unknown
Gaia22clv,3.0,5.0,2.0,3.0,1.0,unknown
Gaia22clu,7.0,5.0,6.0,2.0,7.0,unknown
Gaia22clt,7.0,5.0,6.0,4.0,7.0,unknown
Gaia22clo,7.0,1.0,5.0,2.0,1.0,unknown
Gaia22clk,7.0,1.0,2.0,3.0,1.0,TDE
Gaia22clb,3.0,6.0,6.0,5.0,0.0,unknown
Gaia22cla,0.0,6.0,6.0,4.0,0.0,unknown
Gaia22ckz,7.0,1.0,5.0,2.0,1.0,unknown
Gaia22cja,7.0,1.0,5.0,2.0,1.0,unknown
Gaia22cim,3.0,0.0,1.0,0.0,1.0,SN Ia
Gaia22cil,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22cid,5.0,0.0,0.0,1.0,2.0,CV
Gaia22cib,4.0,5.0,6.0,2.0,7.0,unknown
Gaia22cia,4.0,5.0,6.0,4.0,7.0,BL Lac
Gaia22chh,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22chc,3.0,3.0,2.0,3.0,5.0,unknown
Gaia22cgs,3.0,4.0,2.0,3.0,7.0,QSO
Gaia22cgr,7.0,1.0,2.0,3.0,1.0,CV
Gaia22cgo,5.0,0.0,1.0,0.0,2.0,SN Ia
Gaia22cga,3.0,4.0,1.0,2.0,1.0,QSO
Gaia22cfz,7.0,1.0,5.0,2.0,1.0,unknown
Gaia22cfw,5.0,0.0,0.0,1.0,2.0,unknown
Gaia22cfj,3.0,6.0,6.0,5.0,0.0,unknown
Gaia22cfb,7.0,1.0,5.0,2.0,1.0,unknown
Gaia22cey,3.0,3.0,3.0,7.0,5.0,unknown
Gaia22cek,0.0,5.0,6.0,4.0,7.0,unknown
Gaia22ceh,0.0,6.0,3.0,5.0,7.0,unknown
Gaia22cdr,5.0,0.0,4.0,0.0,2.0,unknown
Gaia22cdc,7.0,1.0,2.0,2.0,1.0,unknown
Gaia22cdb,7.0,4.0,2.0,3.0,1.0,unknown
Gaia22ccv,0.0,6.0,3.0,5.0,0.0,YSO
Gaia22cci,7.0,1.0,5.0,2.0,1.0,CV
Gaia22cbw,5.0,0.0,0.0,1.0,2.0,unknown
Gaia22cbs,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22cbr,7.0,4.0,1.0,3.0,1.0,unknown
Gaia22cbn,4.0,3.0,6.0,3.0,1.0,QSO
Gaia22cbl,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22cax,7.0,4.0,5.0,2.0,1.0,unknown
Gaia22caw,4.0,1.0,2.0,3.0,7.0,CV
Gaia22cav,3.0,6.0,6.0,7.0,0.0,YSO
Gaia22cap,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22can,0.0,7.0,3.0,6.0,0.0,unknown
Gaia22cam,3.0,3.0,3.0,7.0,5.0,unknown
Gaia22cah,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22cag,4.0,0.0,4.0,0.0,7.0,unknown
Gaia22cac,5.0,0.0,4.0,0.0,2.0,SN IIP
Gaia22bzy,5.0,0.0,4.0,0.0,2.0,unknown
Gaia22bzs,7.0,1.0,2.0,3.0,1.0,unknown
Gaia22bzm,4.0,5.0,6.0,4.0,1.0,unknown
Gaia22bzg,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22bzf,4.0,4.0,2.0,3.0,1.0,BL Lac
Gaia22byn,4.0,5.0,6.0,4.0,7.0,BL Lac
Gaia22byf,1.0,7.0,7.0,6.0,4.0,unknown
Gaia22bxu,7.0,1.0,2.0,3.0,1.0,AGN
Gaia22bxt,3.0,1.0,2.0,2.0,1.0,unknown
Gaia22bxs,5.0,0.0,4.0,1.0,2.0,SN II
Gaia22bxp,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22bxj,0.0,5.0,6.0,4.0,0.0,unknown
Gaia22bxc,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22bwz,5.0,0.0,0.0,1.0,2.0,unknown
Gaia22bwp,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22bwm,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia22bwj,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia22bwd,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22bwb,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22bvx,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia22bvu,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22bvq,3.0,6.0,6.0,4.0,0.0,unknown
Gaia22bvp,5.0,0.0,4.0,0.0,2.0,SN Ib
Gaia22bvm,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22bvb,0.0,5.0,6.0,4.0,0.0,unknown
Gaia22buz,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22buy,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22bux,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22buv,3.0,3.0,6.0,4.0,0.0,unknown
Gaia22buq,0.0,5.0,6.0,4.0,7.0,unknown
Gaia22buo,6.0,2.0,5.0,2.0,6.0,unknown
Gaia22bum,3.0,3.0,2.0,3.0,1.0,unknown
Gaia22buk,3.0,3.0,3.0,7.0,5.0,unknown
Gaia22bud,3.0,6.0,6.0,5.0,0.0,unknown
Gaia22buc,0.0,4.0,3.0,7.0,0.0,unknown
Gaia22btx,7.0,1.0,2.0,2.0,1.0,unknown
Gaia22btm,3.0,4.0,1.0,5.0,0.0,unknown
Gaia22btj,7.0,3.0,2.0,3.0,1.0,unknown
Gaia22bti,3.0,0.0,5.0,0.0,1.0,unknown
Gaia22bth,0.0,4.0,3.0,5.0,0.0,unknown
Gaia22bsu,5.0,0.0,0.0,1.0,2.0,SN
Gaia22bsp,4.0,4.0,1.0,5.0,7.0,unknown
Gaia22bsn,0.0,7.0,3.0,5.0,0.0,unknown
Gaia22bsm,1.0,7.0,3.0,6.0,4.0,unknown
Gaia22bsh,7.0,4.0,2.0,2.0,1.0,unknown
Gaia22bsf,7.0,1.0,5.0,2.0,1.0,unknown
Gaia22bsb,1.0,7.0,3.0,6.0,4.0,unknown
Gaia22brz,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22bry,4.0,5.0,6.0,4.0,7.0,YSO
Gaia22brx,1.0,7.0,3.0,6.0,4.0,unknown
Gaia22brw,0.0,6.0,3.0,5.0,0.0,YSO
Gaia22brv,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22bru,0.0,7.0,3.0,5.0,0.0,unknown
Gaia22brq,7.0,0.0,5.0,2.0,1.0,unknown
Gaia22brl,3.0,6.0,6.0,5.0,0.0,unknown
Gaia22brf,0.0,7.0,3.0,5.0,0.0,unknown
Gaia22brc,3.0,4.0,1.0,7.0,1.0,unknown
Gaia22bra,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22bqz,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22bqy,3.0,6.0,3.0,5.0,0.0,unknown
Gaia22bqw,3.0,3.0,2.0,3.0,5.0,unknown
Gaia22bqr,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22bqp,0.0,4.0,3.0,5.0,1.0,unknown
Gaia22bqn,7.0,1.0,2.0,3.0,1.0,unknown
Gaia22bqm,4.0,6.0,6.0,4.0,7.0,unknown
Gaia22bql,3.0,4.0,1.0,2.0,1.0,unknown
Gaia22bqj,0.0,6.0,6.0,7.0,0.0,unknown
Gaia22bqf,3.0,4.0,2.0,5.0,1.0,unknown
Gaia22bqe,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22bqd,0.0,6.0,6.0,4.0,7.0,unknown
Gaia22bqc,7.0,4.0,1.0,4.0,1.0,unknown
Gaia22bqb,3.0,6.0,3.0,5.0,0.0,BL Lac
Gaia22bqa,0.0,7.0,3.0,6.0,0.0,unknown
Gaia22bpw,0.0,6.0,6.0,4.0,0.0,unknown
Gaia22bpv,3.0,3.0,3.0,7.0,5.0,unknown
Gaia22bps,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22bpo,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22bpn,0.0,4.0,1.0,5.0,0.0,YSO
Gaia22bpm,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22bpl,3.0,3.0,6.0,7.0,0.0,unknown
Gaia22bpk,3.0,3.0,3.0,7.0,5.0,unknown
Gaia22bpi,3.0,3.0,3.0,7.0,5.0,unknown
Gaia22bph,7.0,1.0,2.0,2.0,1.0,unknown
Gaia22bpe,0.0,5.0,6.0,4.0,0.0,unknown
Gaia22bpc,3.0,4.0,2.0,3.0,1.0,unknown
Gaia22bpa,0.0,7.0,3.0,6.0,0.0,unknown
Gaia22bov,0.0,5.0,6.0,4.0,0.0,unknown
Gaia22bou,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22bop,7.0,1.0,5.0,2.0,1.0,unknown
Gaia22bol,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22boj,0.0,6.0,6.0,7.0,0.0,unknown
Gaia22boh,5.0,0.0,1.0,0.0,2.0,SN Ia-CSM
Gaia22boa,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22bns,0.0,7.0,3.0,6.0,0.0,unknown
Gaia22bnp,7.0,1.0,5.0,2.0,1.0,unknown
Gaia22bnl,7.0,1.0,2.0,2.0,1.0,unknown
Gaia22bnk,0.0,6.0,6.0,4.0,0.0,unknown
Gaia22bni,1.0,7.0,3.0,6.0,4.0,unknown
Gaia22bnh,7.0,1.0,2.0,3.0,1.0,unknown
Gaia22bmz,5.0,0.0,1.0,0.0,2.0,SN Ib
Gaia22bmv,0.0,7.0,3.0,6.0,4.0,unknown
Gaia22bms,7.0,0.0,1.0,1.0,1.0,unknown
Gaia22bmm,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22bml,7.0,1.0,5.0,2.0,1.0,CV
Gaia22bmh,7.0,4.0,2.0,2.0,1.0,unknown
Gaia22bmg,7.0,1.0,5.0,2.0,1.0,unknown
Gaia22bmf,3.0,4.0,6.0,2.0,1.0,SN Ia
Gaia22bmb,0.0,6.0,6.0,4.0,0.0,unknown
Gaia22bma,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22bls,0.0,7.0,3.0,5.0,0.0,unknown
Gaia22blg,0.0,5.0,6.0,4.0,0.0,unknown
Gaia22ble,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22blb,3.0,5.0,1.0,2.0,1.0,unknown
Gaia22bkz,4.0,5.0,6.0,4.0,7.0,AGN
Gaia22bky,3.0,4.0,2.0,3.0,1.0,unknown
Gaia22bkx,3.0,4.0,2.0,3.0,7.0,unknown
Gaia22bkw,3.0,3.0,2.0,3.0,5.0,unknown
Gaia22bku,7.0,1.0,5.0,2.0,1.0,unknown
Gaia22bks,4.0,1.0,2.0,2.0,1.0,CV
Gaia22bki,5.0,1.0,0.0,2.0,1.0,unknown
Gaia22bkb,3.0,5.0,6.0,4.0,7.0,unknown
Gaia22bjz,1.0,7.0,3.0,6.0,4.0,unknown
Gaia22bjy,4.0,4.0,6.0,4.0,7.0,BL Lac
Gaia22bjw,0.0,7.0,3.0,5.0,0.0,unknown
Gaia22bjt,5.0,0.0,1.0,0.0,2.0,SN Iax
Gaia22bjr,5.0,0.0,4.0,0.0,2.0,unknown
Gaia22bjn,7.0,1.0,2.0,3.0,1.0,CV
Gaia22bjm,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia22bjl,5.0,0.0,1.0,0.0,2.0,unknown
Gaia22bjj,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22bji,3.0,4.0,2.0,2.0,1.0,unknown
Gaia22bjc,0.0,7.0,3.0,5.0,0.0,unknown
Gaia22bja,5.0,0.0,1.0,0.0,2.0,unknown
Gaia22biy,3.0,6.0,6.0,5.0,0.0,unknown
Gaia22bit,0.0,7.0,3.0,7.0,5.0,star
Gaia22biq,3.0,4.0,3.0,7.0,1.0,unknown
Gaia22bij,0.0,7.0,3.0,7.0,0.0,unknown
Gaia22bih,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22bie,3.0,3.0,3.0,7.0,0.0,unknown
Gaia22bic,3.0,5.0,6.0,4.0,1.0,unknown
Gaia22bib,0.0,7.0,3.0,5.0,0.0,unknown
Gaia22bhw,1.0,7.0,3.0,6.0,4.0,unknown
Gaia22bhv,0.0,6.0,6.0,7.0,0.0,unknown
Gaia22bhu,0.0,5.0,6.0,4.0,0.0,AGN
Gaia22bhj,3.0,4.0,2.0,3.0,5.0,CV
Gaia22bhi,0.0,7.0,3.0,6.0,0.0,unknown
Gaia22bhh,0.0,3.0,3.0,7.0,0.0,unknown
Gaia22bhe,3.0,6.0,3.0,5.0,0.0,unknown
Gaia22bhc,3.0,6.0,6.0,7.0,0.0,unknown
Gaia22bhb,3.0,6.0,6.0,7.0,0.0,unknown
Gaia22bgo,7.0,4.0,3.0,7.0,1.0,unknown
Gaia22bgk,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22bgj,7.0,0.0,1.0,2.0,1.0,unknown
Gaia22bgi,7.0,1.0,5.0,2.0,1.0,CV
Gaia22bgh,3.0,5.0,6.0,4.0,7.0,QSO
Gaia22bfz,0.0,5.0,6.0,4.0,7.0,unknown
Gaia22bfy,0.0,7.0,3.0,6.0,0.0,unknown
Gaia22bfn,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22bfj,0.0,6.0,3.0,5.0,0.0,YSO
Gaia22bfh,7.0,1.0,5.0,2.0,1.0,CV
Gaia22bfe,4.0,5.0,6.0,4.0,7.0,BL Lac
Gaia22bez,3.0,6.0,6.0,7.0,0.0,unknown
Gaia22bem,0.0,7.0,3.0,7.0,5.0,unknown
Gaia22bel,7.0,4.0,2.0,3.0,1.0,unknown
Gaia22beb,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia22bdz,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22bdy,4.0,5.0,6.0,4.0,7.0,QSO
Gaia22bdx,1.0,7.0,3.0,6.0,0.0,unknown
Gaia22bdv,4.0,5.0,6.0,4.0,1.0,unknown
Gaia22bdu,3.0,3.0,3.0,7.0,5.0,unknown
Gaia22bdt,3.0,5.0,2.0,3.0,7.0,TDE
Gaia22bdn,6.0,2.0,5.0,3.0,6.0,unknown
Gaia22bdl,6.0,2.0,0.0,1.0,6.0,SN Ia
Gaia22bdg,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22bde,3.0,6.0,3.0,5.0,0.0,unknown
Gaia22bdd,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22bcx,7.0,1.0,2.0,3.0,1.0,unknown
Gaia22bcw,1.0,0.0,1.0,0.0,4.0,unknown
Gaia22bcn,3.0,3.0,3.0,7.0,5.0,unknown
Gaia22bcb,7.0,1.0,5.0,2.0,1.0,unknown
Gaia22bbv,7.0,1.0,5.0,2.0,1.0,unknown
Gaia22bbp,0.0,6.0,6.0,4.0,0.0,unknown
Gaia22bbo,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22bbf,4.0,5.0,6.0,2.0,7.0,unknown
Gaia22bbb,4.0,5.0,6.0,4.0,7.0,QSO
Gaia22baz,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22bav,7.0,1.0,2.0,3.0,1.0,unknown
Gaia22bap,3.0,3.0,6.0,3.0,5.0,unknown
Gaia22ban,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22bam,3.0,3.0,2.0,3.0,5.0,unknown
Gaia22bal,7.0,0.0,5.0,2.0,1.0,unknown
Gaia22baj,7.0,5.0,6.0,4.0,1.0,TDE
Gaia22bai,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22azz,5.0,0.0,4.0,0.0,2.0,unknown
Gaia22azu,7.0,1.0,2.0,3.0,1.0,unknown
Gaia22azr,0.0,3.0,3.0,7.0,5.0,unknown
Gaia22azq,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22azp,5.0,0.0,4.0,1.0,2.0,SN Ia
Gaia22azm,5.0,0.0,4.0,0.0,2.0,unknown
Gaia22azj,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22azf,0.0,6.0,3.0,5.0,0.0,YSO
Gaia22aza,0.0,5.0,6.0,4.0,7.0,unknown
Gaia22ayx,0.0,6.0,6.0,4.0,0.0,unknown
Gaia22ayw,0.0,7.0,3.0,6.0,0.0,YSO
Gaia22ayv,7.0,1.0,5.0,2.0,1.0,unknown
Gaia22ayt,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22ays,0.0,4.0,3.0,5.0,0.0,unknown
Gaia22ayl,0.0,5.0,6.0,4.0,0.0,unknown
Gaia22ayk,0.0,5.0,6.0,4.0,0.0,unknown
Gaia22ayh,3.0,6.0,6.0,5.0,0.0,unknown
Gaia22axt,0.0,6.0,6.0,5.0,0.0,Varstar
Gaia22axr,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22axq,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22axp,4.0,4.0,6.0,3.0,7.0,unknown
Gaia22axk,3.0,4.0,1.0,2.0,1.0,unknown
Gaia22axf,5.0,0.0,0.0,1.0,2.0,unknown
Gaia22axd,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22axa,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22awv,7.0,1.0,5.0,2.0,1.0,unknown
Gaia22awu,7.0,1.0,2.0,2.0,1.0,unknown
Gaia22awt,4.0,4.0,1.0,2.0,7.0,unknown
Gaia22awp,0.0,6.0,6.0,4.0,0.0,unknown
Gaia22awl,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22awj,3.0,4.0,1.0,7.0,5.0,unknown
Gaia22awe,3.0,3.0,3.0,7.0,5.0,unknown
Gaia22awd,3.0,4.0,2.0,2.0,1.0,unknown
Gaia22awc,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22awb,0.0,6.0,3.0,7.0,0.0,unknown
Gaia22awa,3.0,3.0,6.0,4.0,5.0,unknown
Gaia22avz,3.0,3.0,3.0,7.0,5.0,unknown
Gaia22avy,4.0,5.0,6.0,4.0,0.0,unknown
Gaia22avw,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia22avr,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22avp,7.0,1.0,2.0,3.0,1.0,unknown
Gaia22avo,7.0,1.0,2.0,3.0,1.0,unknown
Gaia22avl,3.0,1.0,2.0,3.0,1.0,CV
Gaia22avj,7.0,1.0,5.0,2.0,1.0,CV
Gaia22avi,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22avg,0.0,3.0,3.0,7.0,5.0,unknown
Gaia22ava,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22auz,3.0,6.0,3.0,5.0,0.0,unknown
Gaia22auw,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22auv,1.0,7.0,3.0,6.0,4.0,unknown
Gaia22aur,0.0,7.0,3.0,7.0,0.0,unknown
Gaia22aup,3.0,4.0,1.0,7.0,0.0,unknown
Gaia22aui,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22aug,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22auf,0.0,7.0,3.0,6.0,4.0,unknown
Gaia22aue,3.0,3.0,3.0,7.0,5.0,unknown
Gaia22aub,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22atz,7.0,1.0,2.0,2.0,1.0,unknown
Gaia22att,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22ats,1.0,7.0,3.0,6.0,4.0,unknown
Gaia22atr,0.0,7.0,3.0,6.0,4.0,unknown
Gaia22atl,1.0,7.0,3.0,6.0,4.0,YSO
Gaia22ati,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22ath,4.0,6.0,6.0,4.0,0.0,unknown
Gaia22atg,3.0,6.0,6.0,5.0,0.0,unknown
Gaia22atf,0.0,7.0,3.0,6.0,1.0,unknown
Gaia22ate,0.0,7.0,3.0,6.0,0.0,YSO
Gaia22atd,0.0,7.0,3.0,5.0,0.0,unknown
Gaia22asw,3.0,6.0,6.0,4.0,0.0,AGN
Gaia22asv,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22ast,3.0,3.0,2.0,3.0,5.0,unknown
Gaia22ass,3.0,6.0,3.0,7.0,1.0,unknown
Gaia22asn,4.0,5.0,5.0,2.0,7.0,unknown
Gaia22ask,3.0,4.0,2.0,3.0,1.0,unknown
Gaia22asd,3.0,4.0,2.0,3.0,1.0,unknown
Gaia22asb,0.0,7.0,3.0,6.0,0.0,YSO
Gaia22arr,7.0,1.0,5.0,2.0,1.0,unknown
Gaia22arq,7.0,1.0,2.0,2.0,1.0,unknown
Gaia22arp,7.0,1.0,2.0,3.0,1.0,unknown
Gaia22aro,4.0,5.0,2.0,3.0,1.0,unknown
Gaia22arn,7.0,1.0,2.0,3.0,1.0,CV
Gaia22arf,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia22arb,4.0,6.0,6.0,4.0,0.0,unknown
Gaia22ara,3.0,3.0,3.0,7.0,5.0,unknown
Gaia22aqt,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22aqo,3.0,4.0,2.0,3.0,1.0,unknown
Gaia22aqf,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22apw,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22app,4.0,5.0,6.0,4.0,7.0,QSO
Gaia22apm,7.0,4.0,5.0,2.0,1.0,BL Lac
Gaia22apc,4.0,5.0,6.0,4.0,7.0,QSO
Gaia22aop,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22aon,0.0,3.0,3.0,7.0,0.0,unknown
Gaia22aom,7.0,1.0,5.0,2.0,1.0,CV
Gaia22aoa,4.0,5.0,6.0,4.0,7.0,AGN
Gaia22anz,7.0,4.0,2.0,3.0,1.0,unknown
Gaia22anr,3.0,4.0,2.0,3.0,1.0,CV
Gaia22anh,0.0,6.0,3.0,5.0,0.0,unknown
Gaia22and,3.0,6.0,6.0,4.0,0.0,unknown
Gaia22amy,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22amv,3.0,6.0,3.0,5.0,0.0,unknown
Gaia22amu,7.0,1.0,5.0,2.0,1.0,unknown
Gaia22aml,0.0,7.0,3.0,6.0,4.0,unknown
Gaia22amj,5.0,0.0,0.0,1.0,2.0,unknown
Gaia22amb,4.0,5.0,6.0,4.0,7.0,CV
Gaia22alx,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia22alw,5.0,0.0,4.0,0.0,2.0,SN II
Gaia22alr,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22ali,7.0,1.0,2.0,3.0,1.0,unknown
Gaia22alh,7.0,1.0,5.0,2.0,1.0,CV
Gaia22alg,7.0,1.0,5.0,2.0,1.0,CV
Gaia22alf,7.0,1.0,2.0,3.0,1.0,unknown
Gaia22ala,4.0,5.0,6.0,4.0,7.0,AGN
Gaia22akz,3.0,6.0,6.0,7.0,0.0,Varstar
Gaia22aky,5.0,0.0,4.0,0.0,2.0,SN II
Gaia22akt,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia22akq,7.0,1.0,2.0,2.0,1.0,unknown
Gaia22akp,3.0,3.0,6.0,7.0,0.0,unknown
Gaia22ajz,5.0,0.0,0.0,1.0,2.0,unknown
Gaia22ajy,5.0,0.0,0.0,1.0,2.0,SN II
Gaia22ajx,4.0,4.0,6.0,4.0,7.0,BL Lac
Gaia22ajv,4.0,4.0,2.0,3.0,1.0,unknown
Gaia22ajs,3.0,4.0,2.0,3.0,1.0,CV
Gaia22aiw,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia22aiq,4.0,5.0,6.0,4.0,7.0,QSO
Gaia22aie,3.0,5.0,6.0,4.0,1.0,unknown
Gaia22aic,4.0,6.0,6.0,4.0,0.0,unknown
Gaia22ahy,3.0,3.0,3.0,7.0,5.0,unknown
Gaia22ahx,7.0,1.0,2.0,2.0,1.0,unknown
Gaia22ahw,7.0,4.0,1.0,2.0,1.0,unknown
Gaia22ahu,5.0,0.0,4.0,0.0,2.0,unknown
Gaia22aho,0.0,6.0,6.0,5.0,0.0,unknown
Gaia22ahj,3.0,4.0,1.0,2.0,5.0,unknown
Gaia22ahd,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22agt,4.0,5.0,6.0,4.0,7.0,AGN
Gaia22agp,4.0,5.0,6.0,4.0,7.0,unknown
Gaia22agg,0.0,3.0,3.0,7.0,5.0,unknown
Gaia22age,5.0,0.0,0.0,1.0,2.0,CV
Gaia22agc,0.0,6.0,3.0,5.0,0.0,YSO
Gaia22afy,3.0,4.0,1.0,7.0,0.0,SN II
Gaia22afw,7.0,1.0,5.0,2.0,1.0,unknown
