0,BIRCH,K-Means,MiniBatchKMeans,BisectingKMeans,AggCluWard, Class
Gaia17cmh,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia17cmc,7.0,1.0,2.0,2.0,7.0,CV
Gaia17clq,7.0,5.0,2.0,2.0,1.0,unknown
Gaia17clo,7.0,1.0,5.0,2.0,1.0,unknown
Gaia17clg,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia17clc,7.0,4.0,1.0,0.0,1.0,unknown
Gaia17cku,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17ckh,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17cke,3.0,4.0,1.0,5.0,1.0,CV
Gaia17ckb,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17chk,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17cha,5.0,0.0,0.0,1.0,2.0,SN IIn
Gaia17cgy,5.0,0.0,4.0,0.0,2.0,SN Ib/c
Gaia17cgu,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17cgo,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia17cfk,5.0,0.0,4.0,1.0,2.0,unknown
Gaia17cfi,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia17cff,3.0,5.0,6.0,4.0,7.0,AGN
Gaia17cfd,7.0,4.0,2.0,3.0,1.0,unknown
Gaia17cfc,5.0,0.0,4.0,0.0,2.0,SN IIP
Gaia17ceu,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17cep,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17cem,0.0,5.0,6.0,4.0,0.0,AGN
Gaia17ced,5.0,0.0,1.0,5.0,2.0,SN II
Gaia17cec,3.0,0.0,4.0,0.0,1.0,unknown
Gaia17cdo,3.0,4.0,2.0,3.0,1.0,unknown
Gaia17cdj,5.0,0.0,0.0,1.0,2.0,Nova
Gaia17cdg,3.0,4.0,2.0,3.0,1.0,unknown
Gaia17cdb,7.0,4.0,2.0,3.0,1.0,unknown
Gaia17ccy,5.0,0.0,4.0,0.0,2.0,SN IIn
Gaia17ccv,7.0,1.0,5.0,2.0,1.0,unknown
Gaia17ccp,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17ccm,3.0,3.0,2.0,3.0,5.0,unknown
Gaia17cci,6.0,2.0,3.0,5.0,6.0,unknown
Gaia17cch,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia17ccd,5.0,0.0,1.0,0.0,2.0,unknown
Gaia17ccb,3.0,3.0,3.0,7.0,5.0,ULENS
Gaia17cbz,3.0,4.0,1.0,3.0,7.0,unknown
Gaia17cby,7.0,4.0,5.0,2.0,1.0,unknown
Gaia17cbr,7.0,0.0,1.0,2.0,1.0,unknown
Gaia17cbp,5.0,0.0,0.0,1.0,2.0,SLSN
Gaia17cbe,5.0,0.0,4.0,1.0,2.0,SN Ia
Gaia17cav,7.0,1.0,2.0,2.0,1.0,unknown
Gaia17car,5.0,0.0,0.0,1.0,2.0,SN Iax
Gaia17cam,5.0,0.0,1.0,0.0,2.0,unknown
Gaia17caj,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17cah,0.0,7.0,3.0,6.0,4.0,ULENS
Gaia17cae,5.0,0.0,1.0,0.0,2.0,CV
Gaia17cad,0.0,7.0,3.0,7.0,5.0,ULENS
Gaia17cab,6.0,3.0,3.0,7.0,6.0,ULENS
Gaia17bzm,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17byn,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17byj,0.0,7.0,3.0,5.0,0.0,unknown
Gaia17bxz,5.0,0.0,0.0,1.0,1.0,unknown
Gaia17bxy,4.0,1.0,5.0,2.0,1.0,unknown
Gaia17bxs,7.0,1.0,5.0,2.0,1.0,unknown
Gaia17bxi,5.0,0.0,1.0,0.0,2.0,SN IIP
Gaia17bxg,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia17bwv,6.0,3.0,3.0,7.0,6.0,unknown
Gaia17bwu,3.0,6.0,3.0,7.0,0.0,unknown
Gaia17bwm,5.0,0.0,4.0,0.0,2.0,SN II
Gaia17bwk,5.0,0.0,1.0,0.0,2.0,SN Ib
Gaia17bvv,7.0,0.0,0.0,2.0,1.0,unknown
Gaia17bvo,0.0,7.0,3.0,6.0,4.0,unknown
Gaia17bvj,5.0,0.0,0.0,1.0,2.0,SN II
Gaia17bvc,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia17bum,3.0,4.0,2.0,3.0,1.0,QSO
Gaia17bts,3.0,3.0,3.0,7.0,5.0,ULENS
Gaia17btr,3.0,4.0,1.0,5.0,1.0,unknown
Gaia17bto,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia17btl,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17bsp,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17bsl,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17bsh,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17bse,4.0,4.0,3.0,5.0,1.0,unknown
Gaia17bro,5.0,0.0,0.0,1.0,2.0,SN IIn
Gaia17bre,1.0,7.0,1.0,0.0,4.0,SN Ia
Gaia17brd,7.0,1.0,5.0,2.0,1.0,SN Ia
Gaia17bqw,7.0,1.0,2.0,2.0,1.0,unknown
Gaia17bqv,7.0,1.0,5.0,2.0,1.0,unknown
Gaia17bqu,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17bqd,4.0,0.0,1.0,1.0,7.0,BL Lac
Gaia17bpp,0.0,6.0,3.0,5.0,0.0,unknown
Gaia17bpl,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia17bpj,4.0,5.0,2.0,3.0,7.0,BL Lac
Gaia17bor,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17bod,5.0,0.0,0.0,1.0,2.0,SN II
Gaia17bnx,7.0,1.0,2.0,2.0,1.0,unknown
Gaia17bnl,0.0,7.0,3.0,5.0,0.0,YSO
Gaia17bnk,7.0,1.0,2.0,2.0,7.0,CV
Gaia17bnf,0.0,6.0,3.0,5.0,0.0,unknown
Gaia17bmy,5.0,0.0,4.0,0.0,2.0,SN IIP
Gaia17bmu,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17bms,3.0,4.0,2.0,5.0,1.0,unknown
Gaia17bmq,5.0,0.0,1.0,0.0,2.0,unknown
Gaia17bmn,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia17blw,5.0,0.0,4.0,0.0,2.0,SN IIn
Gaia17blu,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17blf,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17bjw,5.0,0.0,1.0,0.0,2.0,SN Ic
Gaia17bju,0.0,6.0,6.0,3.0,1.0,QSO
Gaia17bjq,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia17bjo,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17bjn,3.0,4.0,2.0,3.0,1.0,unknown
Gaia17biu,5.0,0.0,0.0,1.0,2.0,SLSN
Gaia17bik,5.0,0.0,0.0,2.0,2.0,unknown
Gaia17bii,5.0,0.0,4.0,0.0,2.0,SN II
Gaia17big,5.0,0.0,1.0,0.0,2.0,SN Ia
Gaia17bif,7.0,1.0,2.0,3.0,1.0,CV
Gaia17bie,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia17bhj,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17bhb,5.0,0.0,4.0,1.0,2.0,SN Ia
Gaia17bha,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17bgu,7.0,1.0,2.0,3.0,1.0,unknown
Gaia17bgj,7.0,1.0,2.0,2.0,7.0,unknown
Gaia17bfz,3.0,4.0,2.0,3.0,1.0,CV
Gaia17bfu,4.0,1.0,5.0,2.0,1.0,unknown
Gaia17bft,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17bfr,5.0,0.0,4.0,1.0,2.0,unknown
Gaia17bfc,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia17bev,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17bet,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17ber,3.0,4.0,3.0,5.0,1.0,CV
Gaia17beq,3.0,3.0,3.0,7.0,5.0,unknown
Gaia17bej,3.0,4.0,1.0,7.0,0.0,ULENS
Gaia17bei,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia17beg,3.0,0.0,1.0,0.0,1.0,unknown
Gaia17beb,5.0,0.0,0.0,1.0,2.0,CV
Gaia17bdz,7.0,1.0,5.0,2.0,1.0,unknown
Gaia17bdv,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17bdk,0.0,6.0,3.0,5.0,0.0,ULENS
Gaia17bdj,7.0,1.0,5.0,2.0,1.0,unknown
Gaia17bdd,5.0,0.0,4.0,1.0,2.0,SN Ia
Gaia17bcy,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17bcx,7.0,1.0,2.0,3.0,1.0,unknown
Gaia17bbz,3.0,3.0,2.0,3.0,5.0,unknown
Gaia17bbx,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17bbs,0.0,7.0,3.0,5.0,0.0,ULENS
Gaia17bal,7.0,1.0,2.0,3.0,1.0,CV
Gaia17azz,0.0,6.0,6.0,4.0,1.0,unknown
Gaia17azm,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17azj,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17ayu,7.0,1.0,2.0,2.0,1.0,unknown
Gaia17ayo,1.0,0.0,1.0,0.0,4.0,unknown
Gaia17ayh,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17ayg,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia17axu,5.0,0.0,4.0,0.0,2.0,SN II
Gaia17axt,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia17awv,3.0,3.0,2.0,3.0,5.0,unknown
Gaia17awg,3.0,4.0,2.0,3.0,1.0,unknown
Gaia17avq,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17avm,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia17avh,7.0,1.0,5.0,2.0,1.0,CV
Gaia17avd,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia17ava,0.0,4.0,2.0,3.0,1.0,unknown
Gaia17auz,0.0,4.0,3.0,7.0,0.0,unknown
Gaia17auy,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17auo,7.0,1.0,2.0,2.0,1.0,unknown
Gaia17ato,5.0,0.0,4.0,0.0,1.0,unknown
Gaia17atn,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia17ate,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17atd,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17asv,3.0,4.0,2.0,3.0,7.0,unknown
Gaia17ash,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17asc,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17aru,7.0,1.0,2.0,2.0,1.0,CV
Gaia17arp,4.0,0.0,4.0,0.0,2.0,unknown
Gaia17aro,0.0,6.0,3.0,5.0,0.0,unknown
Gaia17arf,3.0,3.0,2.0,3.0,5.0,unknown
Gaia17are,3.0,4.0,1.0,5.0,0.0,unknown
Gaia17aqz,3.0,3.0,2.0,3.0,1.0,unknown
Gaia17aqx,5.0,0.0,1.0,0.0,2.0,unknown
Gaia17aqu,3.0,3.0,3.0,7.0,5.0,ULENS
Gaia17aqs,5.0,0.0,4.0,0.0,2.0,SN II
Gaia17aqr,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17aqm,4.0,5.0,6.0,4.0,7.0,QSO
Gaia17aql,5.0,0.0,1.0,0.0,2.0,SN II
Gaia17aqf,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17apx,7.0,1.0,2.0,2.0,1.0,CV
Gaia17apv,5.0,0.0,4.0,0.0,2.0,SN II
Gaia17aps,6.0,2.0,4.0,1.0,6.0,unknown
Gaia17apn,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17aot,6.0,2.0,0.0,1.0,6.0,unknown
Gaia17aor,4.0,0.0,0.0,1.0,1.0,SN Ia
Gaia17aon,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia17aoe,5.0,0.0,0.0,1.0,2.0,CV
Gaia17anx,3.0,4.0,2.0,3.0,1.0,unknown
Gaia17ano,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia17amt,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17amq,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia17amf,5.0,0.0,4.0,0.0,2.0,unknown
Gaia17amd,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17alx,5.0,0.0,0.0,1.0,2.0,SN II
Gaia17alv,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia17alp,5.0,0.0,0.0,1.0,2.0,SN II
Gaia17ale,5.0,0.0,4.0,0.0,2.0,SN II
Gaia17akp,7.0,4.0,1.0,2.0,1.0,unknown
Gaia17ako,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17akm,3.0,0.0,1.0,0.0,1.0,SN Ia
Gaia17aki,0.0,5.0,6.0,4.0,7.0,unknown
Gaia17ajt,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17aji,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia17ajg,3.0,4.0,1.0,5.0,0.0,ULENS
Gaia17ajb,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17aiy,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17ait,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia17aiq,5.0,0.0,4.0,0.0,2.0,SN IIb
Gaia17aip,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17ail,1.0,7.0,3.0,6.0,4.0,unknown
Gaia17aif,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17ahx,7.0,1.0,2.0,2.0,5.0,unknown
Gaia17ahu,3.0,0.0,1.0,0.0,1.0,unknown
Gaia17ahm,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia17ahc,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia17agz,5.0,0.0,1.0,0.0,2.0,XRB
Gaia17agy,1.0,7.0,3.0,6.0,4.0,Varstar
Gaia17agr,7.0,1.0,2.0,2.0,7.0,unknown
Gaia17agp,7.0,4.0,6.0,3.0,7.0,unknown
Gaia17agj,0.0,4.0,3.0,3.0,7.0,unknown
Gaia17agi,6.0,2.0,5.0,2.0,6.0,unknown
Gaia17age,3.0,3.0,3.0,7.0,5.0,unknown
Gaia17agd,0.0,7.0,3.0,6.0,0.0,unknown
Gaia17agc,0.0,6.0,3.0,5.0,0.0,CV
Gaia17afs,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17afn,3.0,6.0,3.0,5.0,0.0,YSO
Gaia17afg,0.0,4.0,3.0,5.0,1.0,CV
Gaia17afc,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17aey,7.0,1.0,2.0,3.0,1.0,CV
Gaia17aes,5.0,0.0,0.0,1.0,2.0,unknown
Gaia17aep,4.0,1.0,2.0,3.0,1.0,unknown
Gaia17ade,3.0,1.0,5.0,2.0,1.0,CV
Gaia17acz,5.0,0.0,4.0,0.0,2.0,SN II
Gaia17acq,5.0,0.0,4.0,1.0,2.0,unknown
Gaia17acm,7.0,1.0,2.0,3.0,1.0,CV
Gaia17abw,4.0,4.0,6.0,4.0,7.0,unknown
Gaia17abv,7.0,1.0,5.0,2.0,1.0,unknown
Gaia17abn,3.0,3.0,3.0,7.0,5.0,unknown
Gaia17aaz,3.0,4.0,2.0,3.0,1.0,CV
Gaia17aar,7.0,1.0,2.0,2.0,1.0,unknown
Gaia17aaq,5.0,0.0,4.0,1.0,2.0,SN II
Gaia17aah,6.0,2.0,0.0,1.0,6.0,SN Ia
Gaia16cgf,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia16cge,6.0,0.0,0.0,0.0,2.0,SN Ia
Gaia16cgc,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia16cfs,7.0,4.0,6.0,3.0,7.0,unknown
Gaia16cfr,5.0,0.0,4.0,0.0,2.0,unknown
Gaia16cfn,3.0,1.0,2.0,3.0,1.0,unknown
Gaia16cew,7.0,0.0,0.0,1.0,2.0,CV
Gaia16cev,7.0,0.0,0.0,1.0,2.0,SN Ia
Gaia16cdv,5.0,0.0,4.0,0.0,2.0,unknown
Gaia16cdp,5.0,0.0,0.0,1.0,2.0,CV
Gaia16ccx,5.0,0.0,4.0,0.0,2.0,unknown
Gaia16ccw,5.0,0.0,4.0,1.0,2.0,SN Ia
Gaia16ccq,5.0,0.0,4.0,0.0,2.0,unknown
Gaia16ccj,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16cci,7.0,1.0,2.0,3.0,1.0,unknown
Gaia16cbd,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16caz,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia16cay,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia16cau,5.0,0.0,4.0,1.0,2.0,unknown
Gaia16can,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16caa,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia16bzz,5.0,0.0,4.0,0.0,2.0,SN Ia-pec
Gaia16bzx,3.0,3.0,3.0,7.0,5.0,unknown
Gaia16bzv,5.0,0.0,4.0,1.0,1.0,unknown
Gaia16bzp,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16byy,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16byu,5.0,0.0,1.0,0.0,2.0,unknown
Gaia16byl,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia16byk,5.0,0.0,4.0,0.0,2.0,SN IIL
Gaia16bye,5.0,0.0,4.0,0.0,2.0,unknown
Gaia16bxt,5.0,0.0,4.0,0.0,2.0,SN Ic
Gaia16bxq,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16bxh,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16bwv,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16bwt,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia16bwn,4.0,4.0,6.0,4.0,7.0,QSO
Gaia16bwm,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16bvq,3.0,0.0,1.0,0.0,2.0,SN Ia
Gaia16bvb,5.0,0.0,4.0,1.0,2.0,SN Ia
Gaia16buw,5.0,0.0,4.0,0.0,2.0,SN IIb
Gaia16buo,1.0,0.0,1.0,0.0,4.0,unknown
Gaia16bug,5.0,0.0,0.0,1.0,2.0,SN IIn
Gaia16bty,0.0,6.0,3.0,5.0,0.0,unknown
Gaia16btx,7.0,1.0,2.0,3.0,1.0,unknown
Gaia16bte,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia16bsr,0.0,7.0,3.0,5.0,0.0,unknown
Gaia16bsh,5.0,0.0,4.0,1.0,2.0,unknown
Gaia16bsg,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16bsf,3.0,4.0,1.0,7.0,0.0,unknown
Gaia16bse,4.0,5.0,5.0,2.0,7.0,unknown
Gaia16bru,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16brp,5.0,0.0,4.0,1.0,2.0,unknown
Gaia16bri,5.0,0.0,4.0,1.0,2.0,unknown
Gaia16brg,5.0,0.0,4.0,0.0,2.0,unknown
Gaia16bre,5.0,0.0,4.0,0.0,2.0,SN II
Gaia16bra,7.0,0.0,5.0,2.0,2.0,unknown
Gaia16bql,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16bqh,0.0,6.0,3.0,5.0,0.0,unknown
Gaia16bpz,3.0,3.0,2.0,3.0,0.0,unknown
Gaia16bpu,7.0,5.0,2.0,3.0,7.0,unknown
Gaia16bpt,3.0,4.0,2.0,3.0,1.0,unknown
Gaia16bpp,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16bpi,0.0,6.0,6.0,3.0,1.0,unknown
Gaia16bpa,0.0,6.0,3.0,5.0,0.0,unknown
Gaia16boi,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16bof,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16bny,7.0,1.0,2.0,3.0,1.0,CV
Gaia16bnu,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16bno,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16bnn,3.0,4.0,2.0,2.0,5.0,ULENS
Gaia16bnj,7.0,5.0,2.0,3.0,7.0,unknown
Gaia16bne,5.0,0.0,4.0,0.0,2.0,unknown
Gaia16bmt,5.0,0.0,1.0,0.0,2.0,unknown
Gaia16bmp,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16bmi,5.0,0.0,4.0,1.0,2.0,unknown
Gaia16bmd,5.0,0.0,4.0,0.0,2.0,unknown
Gaia16blg,0.0,6.0,3.0,5.0,7.0,YSO
Gaia16ble,3.0,4.0,2.0,3.0,1.0,CV
Gaia16bld,7.0,1.0,2.0,3.0,1.0,CV
Gaia16bkz,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16bkx,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16bkt,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16bjm,5.0,0.0,4.0,1.0,2.0,unknown
Gaia16bjh,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16bjg,5.0,0.0,4.0,0.0,2.0,SN IIP
Gaia16bjf,5.0,0.0,4.0,0.0,2.0,SN Ib/c
Gaia16bih,0.0,7.0,3.0,6.0,0.0,unknown
Gaia16bhx,0.0,6.0,3.0,5.0,0.0,unknown
Gaia16bhj,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia16bgt,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16bgq,7.0,1.0,2.0,2.0,1.0,unknown
Gaia16bgp,7.0,0.0,0.0,2.0,2.0,unknown
Gaia16bgk,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16bft,1.0,7.0,3.0,6.0,4.0,YSO
Gaia16bfo,6.0,2.0,5.0,2.0,6.0,unknown
Gaia16bef,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16bec,0.0,3.0,2.0,3.0,7.0,unknown
Gaia16bcx,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16bcs,5.0,0.0,1.0,0.0,2.0,unknown
Gaia16bcm,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia16bch,0.0,7.0,3.0,5.0,0.0,unknown
Gaia16bce,7.0,1.0,2.0,2.0,1.0,CV
Gaia16bby,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia16bbo,5.0,0.0,1.0,0.0,2.0,unknown
Gaia16bbm,5.0,0.0,4.0,1.0,2.0,unknown
Gaia16bbk,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia16bbi,5.0,0.0,0.0,2.0,2.0,SN Ia
Gaia16bbb,5.0,0.0,1.0,0.0,2.0,unknown
Gaia16bba,5.0,0.0,0.0,1.0,2.0,SN Ia
Gaia16baz,4.0,4.0,2.0,3.0,0.0,QSO
Gaia16baw,7.0,0.0,0.0,1.0,1.0,unknown
Gaia16ban,4.0,4.0,2.0,3.0,1.0,unknown
Gaia16bal,0.0,7.0,3.0,6.0,0.0,unknown
Gaia16bac,3.0,4.0,2.0,3.0,1.0,unknown
Gaia16azz,7.0,0.0,0.0,1.0,2.0,CV
Gaia16azw,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16azu,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16azt,5.0,0.0,4.0,0.0,2.0,CV
Gaia16azd,5.0,0.0,4.0,0.0,2.0,unknown
Gaia16ayl,1.0,7.0,1.0,0.0,4.0,unknown
Gaia16ayk,7.0,0.0,0.0,1.0,1.0,unknown
Gaia16ayf,1.0,7.0,1.0,0.0,4.0,unknown
Gaia16aye,0.0,3.0,3.0,7.0,0.0,ULENS
Gaia16axv,5.0,0.0,1.0,0.0,2.0,unknown
Gaia16axs,3.0,6.0,1.0,7.0,0.0,unknown
Gaia16axi,5.0,0.0,4.0,1.0,2.0,SN Ia
Gaia16awz,0.0,6.0,6.0,5.0,1.0,QSO
Gaia16aws,5.0,0.0,1.0,0.0,2.0,CV
Gaia16awq,0.0,3.0,3.0,7.0,0.0,unknown
Gaia16avw,5.0,0.0,1.0,0.0,2.0,CV
Gaia16avv,5.0,0.0,4.0,0.0,2.0,unknown
Gaia16avr,5.0,0.0,4.0,0.0,2.0,unknown
Gaia16avj,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16avh,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16aum,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16auj,0.0,6.0,3.0,5.0,0.0,unknown
Gaia16atv,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16atr,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16atp,3.0,4.0,1.0,7.0,1.0,unknown
Gaia16atm,1.0,1.0,5.0,2.0,4.0,CV
Gaia16asy,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16asu,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16ass,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16asr,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16asp,7.0,5.0,2.0,3.0,7.0,unknown
Gaia16asm,7.0,4.0,2.0,3.0,7.0,unknown
Gaia16asd,4.0,4.0,2.0,3.0,1.0,unknown
Gaia16arz,5.0,0.0,4.0,0.0,2.0,SN Ia-pec
Gaia16arq,7.0,1.0,2.0,2.0,1.0,CV
Gaia16arp,5.0,0.0,4.0,0.0,2.0,SN Ic-BL
Gaia16arl,5.0,0.0,4.0,0.0,2.0,unknown
Gaia16aqy,5.0,0.0,4.0,1.0,2.0,unknown
Gaia16aqm,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16aql,5.0,0.0,4.0,0.0,2.0,SN IIP
Gaia16aqf,7.0,1.0,5.0,2.0,1.0,unknown
Gaia16apv,3.0,4.0,2.0,2.0,1.0,unknown
Gaia16apu,4.0,4.0,2.0,3.0,1.0,unknown
Gaia16apr,5.0,0.0,0.0,1.0,2.0,unknown
Gaia16apk,5.0,0.0,4.0,1.0,2.0,unknown
Gaia16apd,5.0,0.0,0.0,1.0,2.0,SLSN
Gaia16apc,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16apb,7.0,1.0,2.0,2.0,1.0,CV
Gaia16apa,7.0,1.0,5.0,2.0,1.0,CV
Gaia16aoz,4.0,4.0,6.0,3.0,7.0,QSO
Gaia16aop,5.0,0.0,4.0,1.0,2.0,SN Ia
Gaia16aoo,5.0,0.0,4.0,0.0,2.0,SN IIP
Gaia16aon,0.0,3.0,3.0,7.0,5.0,unknown
Gaia16aoh,7.0,1.0,2.0,3.0,1.0,unknown
Gaia16aob,4.0,5.0,6.0,4.0,7.0,unknown
Gaia16anp,7.0,1.0,2.0,3.0,1.0,unknown
Gaia16anm,4.0,5.0,6.0,4.0,7.0,QSO
Gaia16ane,5.0,0.0,4.0,1.0,2.0,SN Ia
Gaia16amv,0.0,6.0,6.0,3.0,1.0,unknown
Gaia16ams,0.0,6.0,3.0,5.0,0.0,star
Gaia16amo,7.0,1.0,2.0,3.0,1.0,unknown
Gaia16ame,4.0,4.0,2.0,3.0,1.0,unknown
Gaia16amd,3.0,4.0,2.0,2.0,1.0,unknown
Gaia16ama,0.0,6.0,3.0,5.0,0.0,unknown
Gaia16alu,0.0,7.0,3.0,6.0,0.0,YSO
Gaia16alq,5.0,0.0,4.0,0.0,2.0,SN Ia
Gaia16alp,3.0,4.0,2.0,2.0,1.0,unknown
Gaia16alm,4.0,4.0,6.0,4.0,7.0,AGN
Gaia16all,7.0,1.0,5.0,2.0,1.0,unknown
