0,K-Means,DBSCAN,MiniBatchKMeans,BisectingKMeans,AggCluAvarage,AggCluComplete,AggCluSingle,AggCluWard, Class
Gaia18duy,5.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,CV
Gaia18duw,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18duk,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18duj,0.0,0.0,1.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18duh,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18dug,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,QSO
Gaia18dtx,5.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18dtm,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia18dtk,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia18dsw,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia18dsv,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18dss,6.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,BL Lac
Gaia18dsp,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia18dsm,6.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia18dsl,5.0,0.0,2.0,4.0,0.0,1.0,0.0,3.0,unknown
Gaia18dry,3.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,QSO
Gaia18drw,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18drm,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18drb,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18dqs,6.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,unknown
Gaia18dqq,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia18dqk,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18dqi,6.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia18dqg,6.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,QSO
Gaia18dqf,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18dqe,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18dpz,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18dpc,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18dox,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18dow,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18doo,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,Varstar
Gaia18dom,4.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18doi,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN IIP
Gaia18doh,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN II
Gaia18doe,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia18doc,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18dnx,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia18dnw,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia18dnv,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18dnu,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia18dnt,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia18dno,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia18dnn,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia18dnl,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18dng,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia18dnf,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia18dnb,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia18dna,5.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18dmz,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia18dmw,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18dmv,6.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,QSO
Gaia18dmu,5.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18dmp,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18dmj,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18dmi,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18dmg,5.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia18dlt,5.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia18dlq,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia18dli,2.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,unknown
Gaia18dlh,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18dlf,6.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,YSO
Gaia18dle,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18dlc,6.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia18dks,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia18dkr,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18dkq,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18dkp,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia18dkm,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia18dki,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18dkc,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18djy,0.0,0.0,4.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18djv,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,QSO
Gaia18dju,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18djr,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia18djn,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,QSO
Gaia18djm,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18djb,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia18dih,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,unknown
Gaia18dif,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia18dib,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia18dia,0.0,0.0,4.0,6.0,0.0,1.0,0.0,1.0,SN II
Gaia18dhy,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia18dhx,6.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,unknown
Gaia18dhv,5.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,unknown
Gaia18dhu,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18dhs,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN IIn
Gaia18dhk,2.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,unknown
Gaia18dhg,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18dhf,6.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,unknown
Gaia18dgw,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18dgt,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18dgs,6.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18dgr,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18dgm,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia18dgi,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia18dgf,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia18dge,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18dfw,3.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,BL Lac
Gaia18dfp,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ic
Gaia18dfj,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,SN Ic-BL
Gaia18dfg,0.0,0.0,4.0,5.0,0.0,1.0,0.0,6.0,SN II
Gaia18dff,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN II
Gaia18dfe,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia18dev,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18der,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia18dep,6.0,0.0,6.0,0.0,0.0,1.0,0.0,3.0,unknown
Gaia18dem,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18del,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18dek,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia18def,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia18deb,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,YSO
Gaia18ddv,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18ddh,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18ddb,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18dcz,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18dcv,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18dcs,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia18dcm,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18dcj,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18dcd,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18dbz,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia18dbx,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia18dbw,5.0,0.0,2.0,4.0,0.0,1.0,0.0,3.0,unknown
Gaia18dbs,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18dbr,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN II
Gaia18dbn,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18dbk,0.0,0.0,4.0,6.0,0.0,0.0,0.0,2.0,unknown
Gaia18dbe,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia18dbc,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18dbb,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18dav,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18das,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia18daf,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18czt,6.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,unknown
Gaia18czn,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,YSO
Gaia18czm,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,YSO
Gaia18czl,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18czg,0.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,SN Ia
Gaia18czd,5.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia18czc,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia18cza,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia18cyz,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia18cyn,3.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,unknown
Gaia18cyl,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia18cyc,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,TDE
Gaia18cxz,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia18cxx,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18cxs,2.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18cxo,6.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,QSO
Gaia18cwx,6.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,unknown
Gaia18cwv,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia18cwu,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,ULENS
Gaia18cwq,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18cwj,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,BL Lac
Gaia18cwf,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia18cwe,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia18cvq,6.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,CV
Gaia18cvo,6.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia18cvc,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia18cva,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18cuz,0.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,unknown
Gaia18cuy,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18cux,5.0,0.0,2.0,4.0,0.0,1.0,0.0,3.0,unknown
Gaia18cuw,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18cuv,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia18cuu,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18cur,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN II
Gaia18cuo,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia18cum,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18cul,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18cuk,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18cuf,0.0,0.0,1.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia18cue,5.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia18cud,2.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,Varstar
Gaia18ctx,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18ctu,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18ctm,2.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia18cth,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18ctg,5.0,0.0,2.0,4.0,0.0,1.0,0.0,3.0,unknown
Gaia18ctb,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia18cta,6.0,0.0,6.0,1.0,0.0,1.0,0.0,3.0,ULENS
Gaia18csz,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia18css,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia18csj,5.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18csh,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18csf,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,CV
Gaia18csc,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN II
Gaia18cry,6.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,CV
Gaia18crx,3.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,QSO
Gaia18cru,0.0,0.0,4.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia18crt,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,YSO
Gaia18crs,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia18crr,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia18cro,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia18cri,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18cre,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia18crd,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia18crc,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia18cqv,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia18cqu,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia18cqo,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,CV
Gaia18cqn,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia18cqe,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,QSO
Gaia18cqd,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia18cqc,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18cpx,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18cpj,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia18cpi,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18cpg,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia18cpc,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18coz,5.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia18cox,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,YSO
Gaia18cow,5.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18cos,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,BL Lac
Gaia18cor,0.0,0.0,4.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia18coj,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18coa,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18cnz,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,Varstar
Gaia18cnp,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18cnn,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia18cnd,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,YSO
Gaia18cmx,2.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia18cmn,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,Varstar
Gaia18cmm,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia18cml,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia18cmj,6.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18cmi,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18cmf,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,CV
Gaia18cly,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18clx,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia18clv,5.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,unknown
Gaia18cls,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia18clr,3.0,0.0,6.0,0.0,0.0,1.0,0.0,3.0,unknown
Gaia18clp,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia18cln,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18clf,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18cld,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia18ckw,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18cku,6.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia18ckn,0.0,0.0,1.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia18ckj,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia18ckg,6.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,CV
Gaia18cjw,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia18cjv,5.0,0.0,2.0,4.0,0.0,1.0,0.0,3.0,unknown
Gaia18cju,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18cjo,6.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,unknown
Gaia18cjn,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia18cjl,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,CV
Gaia18cjj,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia18cjd,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18cjc,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,QSO
Gaia18cjb,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,unknown
Gaia18cja,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,unknown
Gaia18cix,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,unknown
Gaia18cir,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN II
Gaia18cih,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18cig,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18cic,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18cht,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia18chp,2.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,unknown
Gaia18chb,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18cgw,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18cgv,5.0,0.0,2.0,4.0,0.0,1.0,0.0,3.0,unknown
Gaia18cgt,5.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,unknown
Gaia18cgr,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia18cgq,6.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,YSO
Gaia18cgp,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia18cgo,1.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia18cgi,2.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0,Nova
Gaia18cfy,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia18cfv,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia18cfu,6.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,unknown
Gaia18cft,5.0,0.0,2.0,4.0,0.0,1.0,0.0,3.0,CV
Gaia18cfs,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia18cfr,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia18cfq,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia18cfl,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia18cfj,6.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,unknown
Gaia18cfi,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18cfh,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia18cfg,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,BL Lac
Gaia18cfe,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,AGN
Gaia18cfa,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,symbiotic star
Gaia18cey,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18cew,2.0,0.0,1.0,6.0,0.0,1.0,0.0,4.0,unknown
Gaia18cev,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,XRB
Gaia18ceu,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18ces,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia18ceq,3.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,AGN
Gaia18cep,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia18cen,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18cee,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN IIn
Gaia18ced,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18cdu,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,unknown
Gaia18cds,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18cdo,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18cdg,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18cdd,6.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia18ccz,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,unknown
Gaia18ccw,0.0,0.0,4.0,6.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18ccj,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18cci,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,unknown
Gaia18ccg,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18ccf,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,unknown
Gaia18cbz,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN II
Gaia18cbw,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,CV
Gaia18cbv,5.0,0.0,2.0,4.0,0.0,1.0,0.0,3.0,CV
Gaia18cbt,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,CV
Gaia18cbn,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,unknown
Gaia18cbm,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,SN Ia
Gaia18cbg,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,QSO
